Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance
1987,11,16,1,1517,1517,1633,1635,DL,165,NA,76,78,NA,-2,0,ATL,SRQ,445
1987,11,17,2,1540,1517,1703,1635,DL,165,NA,83,78,NA,28,23,ATL,SRQ,445
1987,11,18,3,1526,1517,1703,1635,DL,165,NA,97,78,NA,28,9,ATL,SRQ,445
1987,11,19,4,1528,1517,1704,1635,DL,165,NA,96,78,NA,29,11,ATL,SRQ,445
1987,11,20,5,1517,1517,1633,1635,DL,165,NA,76,78,NA,-2,0,ATL,SRQ,445
1987,11,21,6,1517,1517,1646,1635,DL,165,NA,89,78,NA,11,0,ATL,SRQ,445
1987,11,22,7,1521,1517,1637,1635,DL,165,NA,76,78,NA,2,4,ATL,SRQ,445
1987,11,23,1,1517,1517,1643,1635,DL,165,NA,86,78,NA,8,0,ATL,SRQ,445
1987,11,24,2,1517,1517,1633,1635,DL,165,NA,76,78,NA,-2,0,ATL,SRQ,445
1987,11,25,3,1517,1517,1635,1635,DL,165,NA,78,78,NA,0,0,ATL,SRQ,445
1987,11,26,4,1520,1517,1635,1635,DL,165,NA,75,78,NA,0,3,ATL,SRQ,445
1987,11,27,5,1517,1517,1631,1635,DL,165,NA,74,78,NA,-4,0,ATL,SRQ,445
1987,11,28,6,1554,1517,1715,1635,DL,165,NA,81,78,NA,40,37,ATL,SRQ,445
1987,11,29,7,1517,1517,1647,1635,DL,165,NA,90,78,NA,12,0,ATL,SRQ,445
1987,11,30,1,1522,1517,1639,1635,DL,165,NA,77,78,NA,4,5,ATL,SRQ,445
1987,11,1,7,1159,1145,1434,1430,DL,165,NA,95,105,NA,4,14,ORD,ATL,606
1987,11,2,1,1145,1145,1427,1430,DL,165,NA,102,105,NA,-3,0,ORD,ATL,606
1987,11,3,2,1145,1145,1430,1430,DL,165,NA,105,105,NA,0,0,ORD,ATL,606
1987,11,4,3,1145,1145,1452,1430,DL,165,NA,127,105,NA,22,0,ORD,ATL,606
1987,11,5,4,1145,1145,1419,1430,DL,165,NA,94,105,NA,-11,0,ORD,ATL,606
1987,11,6,5,1145,1145,1420,1430,DL,165,NA,95,105,NA,-10,0,ORD,ATL,606
1987,11,7,6,1145,1145,1434,1430,DL,165,NA,109,105,NA,4,0,ORD,ATL,606
1987,11,8,7,1145,1145,1421,1430,DL,165,NA,96,105,NA,-9,0,ORD,ATL,606
1987,11,9,1,1145,1145,1450,1430,DL,165,NA,125,105,NA,20,0,ORD,ATL,606
1987,11,10,2,1145,1145,1432,1430,DL,165,NA,107,105,NA,2,0,ORD,ATL,606
1987,11,11,3,1145,1145,1421,1430,DL,165,NA,96,105,NA,-9,0,ORD,ATL,606
1987,11,12,4,1145,1145,1430,1430,DL,165,NA,105,105,NA,0,0,ORD,ATL,606
1987,11,13,5,1148,1145,1424,1430,DL,165,NA,96,105,NA,-6,3,ORD,ATL,606
1987,11,14,6,1145,1145,1429,1430,DL,165,NA,104,105,NA,-1,0,ORD,ATL,606
1987,11,15,7,1145,1145,1441,1430,DL,165,NA,116,105,NA,11,0,ORD,ATL,606
1987,11,16,1,1145,1145,1437,1430,DL,165,NA,112,105,NA,7,0,ORD,ATL,606
1987,11,17,2,1145,1145,1459,1430,DL,165,NA,134,105,NA,29,0,ORD,ATL,606
1987,11,18,3,1145,1145,1439,1430,DL,165,NA,114,105,NA,9,0,ORD,ATL,606
1987,11,19,4,1149,1145,1424,1430,DL,165,NA,95,105,NA,-6,4,ORD,ATL,606
1987,11,20,5,1145,1145,1409,1430,DL,165,NA,84,105,NA,-21,0,ORD,ATL,606
1987,11,21,6,1145,1145,1425,1430,DL,165,NA,100,105,NA,-5,0,ORD,ATL,606
1987,11,22,7,1145,1145,1428,1430,DL,165,NA,103,105,NA,-2,0,ORD,ATL,606
1987,11,23,1,1145,1145,1435,1430,DL,165,NA,110,105,NA,5,0,ORD,ATL,606
1987,11,24,2,1150,1145,1429,1430,DL,165,NA,99,105,NA,-1,5,ORD,ATL,606
1987,11,25,3,1145,1145,1425,1430,DL,165,NA,100,105,NA,-5,0,ORD,ATL,606
1987,11,26,4,1145,1145,1449,1430,DL,165,NA,124,105,NA,19,0,ORD,ATL,606
1987,11,27,5,1145,1145,1438,1430,DL,165,NA,113,105,NA,8,0,ORD,ATL,606
1987,11,28,6,1152,1145,1509,1430,DL,165,NA,137,105,NA,39,7,ORD,ATL,606
1987,11,29,7,1145,1145,1417,1430,DL,165,NA,92,105,NA,-13,0,ORD,ATL,606
1987,11,30,1,1149,1145,1429,1430,DL,165,NA,100,105,NA,-1,4,ORD,ATL,606
1987,11,1,7,605,605,713,722,DL,166,NA,68,77,NA,-9,0,MCO,ATL,403
1987,11,2,1,610,605,723,722,DL,166,NA,73,77,NA,1,5,MCO,ATL,403
1987,11,3,2,605,605,719,722,DL,166,NA,74,77,NA,-3,0,MCO,ATL,403
1987,11,4,3,605,605,733,722,DL,166,NA,88,77,NA,11,0,MCO,ATL,403
1987,11,5,4,605,605,715,722,DL,166,NA,70,77,NA,-7,0,MCO,ATL,403
1987,11,6,5,605,605,721,722,DL,166,NA,76,77,NA,-1,0,MCO,ATL,403
1987,11,7,6,610,605,722,722,DL,166,NA,72,77,NA,0,5,MCO,ATL,403
1987,11,8,7,605,605,725,722,DL,166,NA,80,77,NA,3,0,MCO,ATL,403
1987,11,9,1,605,605,718,722,DL,166,NA,73,77,NA,-4,0,MCO,ATL,403
1987,11,10,2,605,605,724,722,DL,166,NA,79,77,NA,2,0,MCO,ATL,403
1987,11,11,3,613,605,724,722,DL,166,NA,71,77,NA,2,8,MCO,ATL,403
1987,11,12,4,605,605,725,722,DL,166,NA,80,77,NA,3,0,MCO,ATL,403
1987,11,13,5,605,605,717,722,DL,166,NA,72,77,NA,-5,0,MCO,ATL,403
1987,11,14,6,605,605,721,722,DL,166,NA,76,77,NA,-1,0,MCO,ATL,403
1987,11,15,7,605,605,718,722,DL,166,NA,73,77,NA,-4,0,MCO,ATL,403
1987,11,17,2,605,605,720,722,DL,166,NA,75,77,NA,-2,0,MCO,ATL,403
1987,11,18,3,610,605,723,722,DL,166,NA,73,77,NA,1,5,MCO,ATL,403
1987,11,19,4,605,605,719,722,DL,166,NA,74,77,NA,-3,0,MCO,ATL,403
1987,11,20,5,605,605,721,722,DL,166,NA,76,77,NA,-1,0,MCO,ATL,403
1987,11,21,6,605,605,720,722,DL,166,NA,75,77,NA,-2,0,MCO,ATL,403
1987,11,22,7,609,605,726,722,DL,166,NA,77,77,NA,4,4,MCO,ATL,403
1987,11,23,1,605,605,718,722,DL,166,NA,73,77,NA,-4,0,MCO,ATL,403
1987,11,24,2,605,605,729,722,DL,166,NA,84,77,NA,7,0,MCO,ATL,403
1987,11,25,3,612,605,728,722,DL,166,NA,76,77,NA,6,7,MCO,ATL,403
1987,11,26,4,605,605,720,722,DL,166,NA,75,77,NA,-2,0,MCO,ATL,403
1987,11,27,5,610,605,728,722,DL,166,NA,78,77,NA,6,5,MCO,ATL,403
1987,11,28,6,605,605,723,722,DL,166,NA,78,77,NA,1,0,MCO,ATL,403
1987,11,29,7,605,605,727,722,DL,166,NA,82,77,NA,5,0,MCO,ATL,403
1987,11,30,1,616,605,727,722,DL,166,NA,71,77,NA,5,11,MCO,ATL,403
1987,11,1,7,1434,1425,1621,1606,DL,168,NA,107,101,NA,15,9,MIA,ATL,595
1987,11,7,6,1452,1425,1634,1606,DL,168,NA,102,101,NA,28,27,MIA,ATL,595
1987,11,8,7,1446,1425,1624,1606,DL,168,NA,98,101,NA,18,21,MIA,ATL,595
1987,11,14,6,1425,1425,1604,1606,DL,168,NA,99,101,NA,-2,0,MIA,ATL,595
1987,11,21,6,1425,1425,1613,1606,DL,168,NA,108,101,NA,7,0,MIA,ATL,595
1987,11,22,7,1425,1425,1604,1606,DL,168,NA,99,101,NA,-2,0,MIA,ATL,595
1987,11,28,6,1431,1425,1634,1606,DL,168,NA,123,101,NA,28,6,MIA,ATL,595
1987,11,29,7,1433,1425,1627,1606,DL,168,NA,114,101,NA,21,8,MIA,ATL,595
1987,11,1,7,1425,1425,1553,1558,DL,170,NA,88,93,NA,-5,0,PBI,ATL,545
1987,11,2,1,1425,1425,1559,1558,DL,170,NA,94,93,NA,1,0,PBI,ATL,545
1987,11,3,2,1425,1425,1555,1558,DL,170,NA,90,93,NA,-3,0,PBI,ATL,545
1987,11,4,3,1425,1425,1611,1558,DL,170,NA,106,93,NA,13,0,PBI,ATL,545
1987,11,5,4,1425,1425,1552,1558,DL,170,NA,87,93,NA,-6,0,PBI,ATL,545
1987,11,6,5,1440,1425,1614,1558,DL,170,NA,94,93,NA,16,15,PBI,ATL,545
1987,11,7,6,1425,1425,1559,1558,DL,170,NA,94,93,NA,1,0,PBI,ATL,545
1987,11,8,7,1429,1425,1601,1558,DL,170,NA,92,93,NA,3,4,PBI,ATL,545
1987,11,9,1,1425,1425,1601,1558,DL,170,NA,96,93,NA,3,0,PBI,ATL,545
1987,11,10,2,1425,1425,1609,1558,DL,170,NA,104,93,NA,11,0,PBI,ATL,545
1987,11,11,3,1437,1425,1612,1558,DL,170,NA,95,93,NA,14,12,PBI,ATL,545
1987,11,12,4,1425,1425,1556,1558,DL,170,NA,91,93,NA,-2,0,PBI,ATL,545
1987,11,13,5,1425,1425,1547,1558,DL,170,NA,82,93,NA,-11,0,PBI,ATL,545
1987,11,14,6,1425,1425,1556,1558,DL,170,NA,91,93,NA,-2,0,PBI,ATL,545
1987,11,15,7,1442,1425,1611,1558,DL,170,NA,89,93,NA,13,17,PBI,ATL,545
1987,11,16,1,1435,1425,1612,1558,DL,170,NA,97,93,NA,14,10,PBI,ATL,545
1987,11,17,2,1445,1425,1629,1558,DL,170,NA,104,93,NA,31,20,PBI,ATL,545
1987,11,18,3,1425,1425,1554,1558,DL,170,NA,89,93,NA,-4,0,PBI,ATL,545
1987,11,19,4,1425,1425,1604,1558,DL,170,NA,99,93,NA,6,0,PBI,ATL,545
1987,11,21,6,1425,1425,1607,1558,DL,170,NA,102,93,NA,9,0,PBI,ATL,545
1987,11,22,7,1436,1425,1616,1558,DL,170,NA,100,93,NA,18,11,PBI,ATL,545
1987,11,23,1,1425,1425,1602,1558,DL,170,NA,97,93,NA,4,0,PBI,ATL,545
1987,11,24,2,1425,1425,1559,1558,DL,170,NA,94,93,NA,1,0,PBI,ATL,545
1987,11,25,3,1445,1425,1627,1558,DL,170,NA,102,93,NA,29,20,PBI,ATL,545
1987,11,26,4,1425,1425,1603,1558,DL,170,NA,98,93,NA,5,0,PBI,ATL,545
1987,11,27,5,1425,1425,1604,1558,DL,170,NA,99,93,NA,6,0,PBI,ATL,545
1987,11,28,6,1425,1425,1618,1558,DL,170,NA,113,93,NA,20,0,PBI,ATL,545
1987,11,29,7,1425,1425,1608,1558,DL,170,NA,103,93,NA,10,0,PBI,ATL,545
1987,11,30,1,1437,1425,1628,1558,DL,170,NA,111,93,NA,30,12,PBI,ATL,545
1987,11,1,7,1610,1610,1655,1657,DL,171,NA,45,47,NA,-2,0,FLL,MCO,178
1987,11,2,1,1610,1610,1656,1657,DL,171,NA,46,47,NA,-1,0,FLL,MCO,178
1987,11,3,2,1610,1610,1705,1657,DL,171,NA,55,47,NA,8,0,FLL,MCO,178
1987,11,4,3,1610,1610,1655,1657,DL,171,NA,45,47,NA,-2,0,FLL,MCO,178
1987,11,5,4,1610,1610,1718,1657,DL,171,NA,68,47,NA,21,0,FLL,MCO,178
1987,11,6,5,1610,1610,1659,1657,DL,171,NA,49,47,NA,2,0,FLL,MCO,178
1987,11,7,6,1610,1610,1658,1657,DL,171,NA,48,47,NA,1,0,FLL,MCO,178
1987,11,8,7,1610,1610,1700,1657,DL,171,NA,50,47,NA,3,0,FLL,MCO,178
1987,11,9,1,1610,1610,1725,1657,DL,171,NA,75,47,NA,28,0,FLL,MCO,178
1987,11,10,2,1614,1610,1701,1657,DL,171,NA,47,47,NA,4,4,FLL,MCO,178
1987,11,11,3,1623,1610,1710,1657,DL,171,NA,47,47,NA,13,13,FLL,MCO,178
1987,11,12,4,1610,1610,1657,1657,DL,171,NA,47,47,NA,0,0,FLL,MCO,178
1987,11,13,5,1613,1610,1704,1657,DL,171,NA,51,47,NA,7,3,FLL,MCO,178
1987,11,14,6,1610,1610,1656,1657,DL,171,NA,46,47,NA,-1,0,FLL,MCO,178
1987,11,15,7,1610,1610,1659,1657,DL,171,NA,49,47,NA,2,0,FLL,MCO,178
1987,11,16,1,1616,1610,1706,1657,DL,171,NA,50,47,NA,9,6,FLL,MCO,178
1987,11,17,2,1610,1610,1657,1657,DL,171,NA,47,47,NA,0,0,FLL,MCO,178
1987,11,18,3,1615,1610,1712,1657,DL,171,NA,57,47,NA,15,5,FLL,MCO,178
1987,11,19,4,1623,1610,1724,1657,DL,171,NA,61,47,NA,27,13,FLL,MCO,178
1987,11,20,5,1610,1610,1658,1657,DL,171,NA,48,47,NA,1,0,FLL,MCO,178
1987,11,21,6,1610,1610,1656,1657,DL,171,NA,46,47,NA,-1,0,FLL,MCO,178
1987,11,22,7,1610,1610,1659,1657,DL,171,NA,49,47,NA,2,0,FLL,MCO,178
1987,11,23,1,1610,1610,1653,1657,DL,171,NA,43,47,NA,-4,0,FLL,MCO,178
1987,11,24,2,1614,1610,1701,1657,DL,171,NA,47,47,NA,4,4,FLL,MCO,178
1987,11,25,3,1614,1610,1710,1657,DL,171,NA,56,47,NA,13,4,FLL,MCO,178
1987,11,26,4,1610,1610,1657,1657,DL,171,NA,47,47,NA,0,0,FLL,MCO,178
1987,11,27,5,1610,1610,1656,1657,DL,171,NA,46,47,NA,-1,0,FLL,MCO,178
1987,11,28,6,1629,1610,1711,1657,DL,171,NA,42,47,NA,14,19,FLL,MCO,178
1987,11,29,7,1610,1610,1711,1657,DL,171,NA,61,47,NA,14,0,FLL,MCO,178
1987,11,30,1,1610,1610,1652,1657,DL,171,NA,42,47,NA,-5,0,FLL,MCO,178
1987,11,1,7,2025,2025,2231,2131,DL,171,NA,126,66,NA,60,0,LAX,SFO,337
1987,11,2,1,2025,2025,2152,2131,DL,171,NA,87,66,NA,21,0,LAX,SFO,337
1987,11,3,2,2025,2025,2140,2131,DL,171,NA,75,66,NA,9,0,LAX,SFO,337
1987,11,4,3,2111,2025,21,2131,DL,171,NA,190,66,NA,170,46,LAX,SFO,337
1987,11,5,4,2046,2025,2244,2131,DL,171,NA,118,66,NA,73,21,LAX,SFO,337
1987,11,6,5,2034,2025,2153,2131,DL,171,NA,79,66,NA,22,9,LAX,SFO,337
1987,11,7,6,2035,2025,2145,2131,DL,171,NA,70,66,NA,14,10,LAX,SFO,337
1987,11,8,7,2025,2025,2142,2131,DL,171,NA,77,66,NA,11,0,LAX,SFO,337
1987,11,9,1,2025,2025,2139,2131,DL,171,NA,74,66,NA,8,0,LAX,SFO,337
1987,11,11,3,2025,2025,2157,2131,DL,171,NA,92,66,NA,26,0,LAX,SFO,337
1987,11,12,4,2045,2025,2254,2131,DL,171,NA,129,66,NA,83,20,LAX,SFO,337
1987,11,13,5,2030,2025,2149,2131,DL,171,NA,79,66,NA,18,5,LAX,SFO,337
1987,11,14,6,2025,2025,2149,2131,DL,171,NA,84,66,NA,18,0,LAX,SFO,337
1987,11,15,7,2025,2025,2142,2131,DL,171,NA,77,66,NA,11,0,LAX,SFO,337
1987,11,16,1,2055,2025,2213,2131,DL,171,NA,78,66,NA,42,30,LAX,SFO,337
1987,11,17,2,2053,2025,2215,2131,DL,171,NA,82,66,NA,44,28,LAX,SFO,337
1987,11,18,3,2115,2025,2224,2131,DL,171,NA,69,66,NA,53,50,LAX,SFO,337
1987,11,19,4,2036,2025,2144,2131,DL,171,NA,68,66,NA,13,11,LAX,SFO,337
1987,11,20,5,2034,2025,2155,2131,DL,171,NA,81,66,NA,24,9,LAX,SFO,337
1987,11,21,6,2035,2025,2144,2131,DL,171,NA,69,66,NA,13,10,LAX,SFO,337
1987,11,22,7,2032,2025,2217,2131,DL,171,NA,105,66,NA,46,7,LAX,SFO,337
1987,11,23,1,2031,2025,2145,2131,DL,171,NA,74,66,NA,14,6,LAX,SFO,337
1987,11,24,2,2048,2025,2208,2131,DL,171,NA,80,66,NA,37,23,LAX,SFO,337
1987,11,25,3,2025,2025,2155,2131,DL,171,NA,90,66,NA,24,0,LAX,SFO,337
1987,11,26,4,2035,2025,2138,2131,DL,171,NA,63,66,NA,7,10,LAX,SFO,337
1987,11,27,5,2109,2025,2221,2131,DL,171,NA,72,66,NA,50,44,LAX,SFO,337
1987,11,28,6,2037,2025,2157,2131,DL,171,NA,80,66,NA,26,12,LAX,SFO,337
1987,11,29,7,2051,2025,2210,2131,DL,171,NA,79,66,NA,39,26,LAX,SFO,337
1987,11,30,1,2101,2025,2346,2131,DL,171,NA,165,66,NA,135,36,LAX,SFO,337
1987,11,1,7,1757,1745,1950,1942,DL,171,NA,293,297,NA,8,12,MCO,LAX,2217
1987,11,2,1,1745,1745,1938,1942,DL,171,NA,293,297,NA,-4,0,MCO,LAX,2217
1987,11,3,2,1750,1745,1942,1942,DL,171,NA,292,297,NA,0,5,MCO,LAX,2217
1987,11,4,3,1745,1745,1956,1942,DL,171,NA,311,297,NA,14,0,MCO,LAX,2217
1987,11,5,4,1755,1745,2001,1942,DL,171,NA,306,297,NA,19,10,MCO,LAX,2217
1987,11,6,5,1745,1745,1959,1942,DL,171,NA,314,297,NA,17,0,MCO,LAX,2217
1987,11,7,6,1745,1745,1952,1942,DL,171,NA,307,297,NA,10,0,MCO,LAX,2217
1987,11,8,7,1745,1745,1947,1942,DL,171,NA,302,297,NA,5,0,MCO,LAX,2217
1987,11,9,1,1757,1745,1950,1942,DL,171,NA,293,297,NA,8,12,MCO,LAX,2217
1987,11,11,3,1754,1745,2001,1942,DL,171,NA,307,297,NA,19,9,MCO,LAX,2217
1987,11,12,4,1745,1745,1949,1942,DL,171,NA,304,297,NA,7,0,MCO,LAX,2217
1987,11,13,5,NA,1745,NA,1942,DL,171,NA,NA,297,NA,NA,NA,MCO,LAX,2217
1987,11,14,6,1745,1745,1956,1942,DL,171,NA,311,297,NA,14,0,MCO,LAX,2217
1987,11,15,7,1755,1745,1952,1942,DL,171,NA,297,297,NA,10,10,MCO,LAX,2217
1987,11,16,1,1750,1745,1955,1942,DL,171,NA,305,297,NA,13,5,MCO,LAX,2217
1987,11,17,2,1745,1745,2019,1942,DL,171,NA,334,297,NA,37,0,MCO,LAX,2217
1987,11,18,3,1755,1745,2007,1942,DL,171,NA,312,297,NA,25,10,MCO,LAX,2217
1987,11,19,4,1759,1745,2002,1942,DL,171,NA,303,297,NA,20,14,MCO,LAX,2217
1987,11,20,5,1745,1745,1951,1942,DL,171,NA,306,297,NA,9,0,MCO,LAX,2217
1987,11,21,6,1745,1745,1954,1942,DL,171,NA,309,297,NA,12,0,MCO,LAX,2217
1987,11,22,7,1745,1745,1952,1942,DL,171,NA,307,297,NA,10,0,MCO,LAX,2217
1987,11,23,1,1745,1745,1958,1942,DL,171,NA,313,297,NA,16,0,MCO,LAX,2217
1987,11,24,2,1748,1745,2005,1942,DL,171,NA,317,297,NA,23,3,MCO,LAX,2217
1987,11,25,3,1745,1745,1952,1942,DL,171,NA,307,297,NA,10,0,MCO,LAX,2217
1987,11,26,4,1745,1745,2004,1942,DL,171,NA,319,297,NA,22,0,MCO,LAX,2217
1987,11,27,5,1817,1745,2048,1942,DL,171,NA,331,297,NA,66,32,MCO,LAX,2217
1987,11,28,6,1753,1745,2004,1942,DL,171,NA,311,297,NA,22,8,MCO,LAX,2217
1987,11,29,7,1751,1745,2016,1942,DL,171,NA,325,297,NA,34,6,MCO,LAX,2217
1987,11,30,1,1800,1745,2025,1942,DL,171,NA,325,297,NA,43,15,MCO,LAX,2217
1987,11,1,7,900,855,1649,1621,DL,172,NA,289,266,NA,28,5,LAX,MCO,2217
1987,11,2,1,906,855,1648,1621,DL,172,NA,282,266,NA,27,11,LAX,MCO,2217
1987,11,3,2,930,855,1711,1621,DL,172,NA,281,266,NA,50,35,LAX,MCO,2217
1987,11,4,3,912,855,1713,1621,DL,172,NA,301,266,NA,52,17,LAX,MCO,2217
1987,11,5,4,933,855,1706,1621,DL,172,NA,273,266,NA,45,38,LAX,MCO,2217
1987,11,6,5,855,855,1630,1621,DL,172,NA,275,266,NA,9,0,LAX,MCO,2217
1987,11,7,6,905,855,1635,1621,DL,172,NA,270,266,NA,14,10,LAX,MCO,2217
1987,11,8,7,906,855,1641,1621,DL,172,NA,275,266,NA,20,11,LAX,MCO,2217
1987,11,9,1,919,855,1718,1621,DL,172,NA,299,266,NA,57,24,LAX,MCO,2217
1987,11,10,2,901,855,1638,1621,DL,172,NA,277,266,NA,17,6,LAX,MCO,2217
1987,11,11,3,907,855,1630,1621,DL,172,NA,263,266,NA,9,12,LAX,MCO,2217
1987,11,12,4,NA,855,NA,1621,DL,172,NA,NA,266,NA,NA,NA,LAX,MCO,2217
1987,11,13,5,920,855,1653,1621,DL,172,NA,273,266,NA,32,25,LAX,MCO,2217
1987,11,14,6,855,855,1636,1621,DL,172,NA,281,266,NA,15,0,LAX,MCO,2217
1987,11,15,7,855,855,1619,1621,DL,172,NA,264,266,NA,-2,0,LAX,MCO,2217
1987,11,16,1,903,855,1632,1621,DL,172,NA,269,266,NA,11,8,LAX,MCO,2217
1987,11,17,2,855,855,1635,1621,DL,172,NA,280,266,NA,14,0,LAX,MCO,2217
1987,11,18,3,915,855,1703,1621,DL,172,NA,288,266,NA,42,20,LAX,MCO,2217
1987,11,19,4,904,855,1637,1621,DL,172,NA,273,266,NA,16,9,LAX,MCO,2217
1987,11,20,5,917,855,1658,1621,DL,172,NA,281,266,NA,37,22,LAX,MCO,2217
1987,11,21,6,901,855,1635,1621,DL,172,NA,274,266,NA,14,6,LAX,MCO,2217
1987,11,22,7,855,855,1626,1621,DL,172,NA,271,266,NA,5,0,LAX,MCO,2217
1987,11,23,1,904,855,1627,1621,DL,172,NA,263,266,NA,6,9,LAX,MCO,2217
1987,11,24,2,855,855,1637,1621,DL,172,NA,282,266,NA,16,0,LAX,MCO,2217
1987,11,25,3,906,855,1636,1621,DL,172,NA,270,266,NA,15,11,LAX,MCO,2217
1987,11,26,4,855,855,1603,1621,DL,172,NA,248,266,NA,-18,0,LAX,MCO,2217
1987,11,27,5,855,855,1606,1621,DL,172,NA,251,266,NA,-15,0,LAX,MCO,2217
1987,11,28,6,855,855,1617,1621,DL,172,NA,262,266,NA,-4,0,LAX,MCO,2217
1987,11,29,7,900,855,1617,1621,DL,172,NA,257,266,NA,-4,5,LAX,MCO,2217
1987,11,30,1,909,855,1633,1621,DL,172,NA,264,266,NA,12,14,LAX,MCO,2217
1987,11,1,7,1722,1710,1812,1752,DL,172,NA,50,42,NA,20,12,MCO,FLL,178
1987,11,2,1,1720,1710,1809,1752,DL,172,NA,49,42,NA,17,10,MCO,FLL,178
1987,11,3,2,1808,1710,1913,1752,DL,172,NA,65,42,NA,81,58,MCO,FLL,178
1987,11,4,3,1750,1710,1841,1752,DL,172,NA,51,42,NA,49,40,MCO,FLL,178
1987,11,5,4,1739,1710,1827,1752,DL,172,NA,48,42,NA,35,29,MCO,FLL,178
1987,11,6,5,1710,1710,1822,1752,DL,172,NA,72,42,NA,30,0,MCO,FLL,178
1987,11,7,6,1710,1710,1802,1752,DL,172,NA,52,42,NA,10,0,MCO,FLL,178
1987,11,8,7,1714,1710,1801,1752,DL,172,NA,47,42,NA,9,4,MCO,FLL,178
1987,11,9,1,1751,1710,1841,1752,DL,172,NA,50,42,NA,49,41,MCO,FLL,178
1987,11,10,2,1713,1710,1815,1752,DL,172,NA,62,42,NA,23,3,MCO,FLL,178
1987,11,11,3,1719,1710,1803,1752,DL,172,NA,44,42,NA,11,9,MCO,FLL,178
1987,11,12,4,1720,1710,1806,1752,DL,172,NA,46,42,NA,14,10,MCO,FLL,178
1987,11,13,5,1726,1710,1825,1752,DL,172,NA,59,42,NA,33,16,MCO,FLL,178
1987,11,14,6,1710,1710,1758,1752,DL,172,NA,48,42,NA,6,0,MCO,FLL,178
1987,11,15,7,1710,1710,1801,1752,DL,172,NA,51,42,NA,9,0,MCO,FLL,178
1987,11,16,1,1710,1710,1804,1752,DL,172,NA,54,42,NA,12,0,MCO,FLL,178
1987,11,17,2,1710,1710,1801,1752,DL,172,NA,51,42,NA,9,0,MCO,FLL,178
1987,11,18,3,1732,1710,1822,1752,DL,172,NA,50,42,NA,30,22,MCO,FLL,178
1987,11,19,4,1721,1710,1814,1752,DL,172,NA,53,42,NA,22,11,MCO,FLL,178
1987,11,20,5,1738,1710,1831,1752,DL,172,NA,53,42,NA,39,28,MCO,FLL,178
1987,11,21,6,1714,1710,1804,1752,DL,172,NA,50,42,NA,12,4,MCO,FLL,178
1987,11,22,7,1710,1710,1757,1752,DL,172,NA,47,42,NA,5,0,MCO,FLL,178
1987,11,23,1,1710,1710,1755,1752,DL,172,NA,45,42,NA,3,0,MCO,FLL,178
1987,11,24,2,1722,1710,1814,1752,DL,172,NA,52,42,NA,22,12,MCO,FLL,178
1987,11,25,3,1713,1710,1804,1752,DL,172,NA,51,42,NA,12,3,MCO,FLL,178
1987,11,26,4,1710,1710,1758,1752,DL,172,NA,48,42,NA,6,0,MCO,FLL,178
1987,11,27,5,1710,1710,1756,1752,DL,172,NA,46,42,NA,4,0,MCO,FLL,178
1987,11,28,6,1710,1710,1755,1752,DL,172,NA,45,42,NA,3,0,MCO,FLL,178
1987,11,29,7,1710,1710,1758,1752,DL,172,NA,48,42,NA,6,0,MCO,FLL,178
1987,11,30,1,1710,1710,1759,1752,DL,172,NA,49,42,NA,7,0,MCO,FLL,178
1987,11,1,7,700,700,813,803,DL,172,NA,73,63,NA,10,0,SFO,LAX,337
1987,11,2,1,700,700,825,803,DL,172,NA,85,63,NA,22,0,SFO,LAX,337
1987,11,3,2,700,700,832,803,DL,172,NA,92,63,NA,29,0,SFO,LAX,337
1987,11,4,3,700,700,825,803,DL,172,NA,85,63,NA,22,0,SFO,LAX,337
1987,11,5,4,700,700,828,803,DL,172,NA,88,63,NA,25,0,SFO,LAX,337
1987,11,6,5,700,700,810,803,DL,172,NA,70,63,NA,7,0,SFO,LAX,337
1987,11,7,6,700,700,811,803,DL,172,NA,71,63,NA,8,0,SFO,LAX,337
1987,11,8,7,700,700,815,803,DL,172,NA,75,63,NA,12,0,SFO,LAX,337
1987,11,9,1,700,700,838,803,DL,172,NA,98,63,NA,35,0,SFO,LAX,337
1987,11,10,2,700,700,811,803,DL,172,NA,71,63,NA,8,0,SFO,LAX,337
1987,11,11,3,700,700,815,803,DL,172,NA,75,63,NA,12,0,SFO,LAX,337
1987,11,12,4,700,700,815,803,DL,172,NA,75,63,NA,12,0,SFO,LAX,337
1987,11,13,5,705,700,844,803,DL,172,NA,99,63,NA,41,5,SFO,LAX,337
1987,11,14,6,714,700,813,803,DL,172,NA,59,63,NA,10,14,SFO,LAX,337
1987,11,15,7,700,700,803,803,DL,172,NA,63,63,NA,0,0,SFO,LAX,337
1987,11,16,1,700,700,805,803,DL,172,NA,65,63,NA,2,0,SFO,LAX,337
1987,11,17,2,700,700,821,803,DL,172,NA,81,63,NA,18,0,SFO,LAX,337
1987,11,18,3,714,700,830,803,DL,172,NA,76,63,NA,27,14,SFO,LAX,337
1987,11,19,4,700,700,829,803,DL,172,NA,89,63,NA,26,0,SFO,LAX,337
1987,11,20,5,711,700,832,803,DL,172,NA,81,63,NA,29,11,SFO,LAX,337
1987,11,21,6,706,700,809,803,DL,172,NA,63,63,NA,6,6,SFO,LAX,337
